Date,Headline,URL
2020-12-18,UK coronavirus: Johnson won't rule out post-Christmas lockdown in England amid sharp case rise - as it happened,https://www.theguardian.com/politics/live/2020/dec/18/brexit-coronavirus-covid-uk-michel-barnier-boris-johnson-eu-trade-talks-news-live-updates
2020-12-18,Boris Johnson refuses to rule out third Covid lockdown for England,https://www.theguardian.com/politics/2020/dec/18/boris-johnson-refuses-to-rule-out-third-covid-lockdown-for-england
2020-12-17,"Covid: tough UK restrictions to last until February at least, say experts",https://www.theguardian.com/world/2020/dec/17/covid-coronavirus-tough-uk-restrictions-to-last-until-february-at-least-say-experts
2020-12-17,UK coronavirus: cases rise 42% in a week as tier 3 rules widened and furlough extended – as it happened,https://www.theguardian.com/politics/live/2020/dec/17/uk-coronavirus-live-matt-hancock-latest-covid-tiers-rules-england-wales-christmas-latest-updates
2020-12-17,Large parts of south and east England move to Covid tier 3 as Bristol rules eased,https://www.theguardian.com/world/2020/dec/17/parts-of-south-and-east-of-england-move-to-covid-tier-3-as-bristol-downgraded
2020-12-17,UK Covid Christmas: what the law says and what the four nations say,https://www.theguardian.com/politics/2020/dec/16/uk-covid-christmas-what-the-law-says-and-what-the-four-nations-say
2020-12-16,No 10's Covid press briefings led exclusively by men for past six months,https://www.theguardian.com/politics/2020/dec/16/no-10s-covid-press-briefings-led-exclusively-by-men-for-past-six-months
2020-12-16,UK coronavirus: PM says Christmas rules will not change but urges caution and minimal contact with others – as it happened,https://www.theguardian.com/politics/live/2020/dec/16/brexit-updates-johnson-uk-eu-agreement-deal-live
2020-12-16,Coronavirus: tensions over handling of UK Covid vaccine rollout,https://www.theguardian.com/politics/2020/dec/16/tensions-mount-over-handling-of-uk-covid-vaccine-rollout
2020-12-15,UK coronavirus: four-nations Christmas talks to continue tomorrow amid concern over easing of rules - as it happened,https://www.theguardian.com/politics/live/2020/dec/15/uk-coronavirus-live-covid-christmas-rules-restrictions-brexit-latest-updates
2020-12-15,‘Kamikaze’: the experts urging UK to rethink Christmas Covid rules,https://www.theguardian.com/politics/2020/dec/15/kamikaze-the-experts-urging-uk-to-rethink-christmas-covid-rules
2020-12-14,UK coronavirus: people urged to be extra careful at Christmas as millions in England face toughest restrictions - as it happened,https://www.theguardian.com/politics/live/2020/dec/14/brexit-covid-coronavirus-boris-johnson-uk-news-live-updates
2020-12-10,Pupils face mass testing as tier 3 Covid measures loom in London,https://www.theguardian.com/world/2020/dec/10/london-should-be-put-under-tier-3-covid-rules-after-infections-rocket-phe-warns
2020-12-10,Boris Johnson's year of U-turns: from Covid tests to free school meals,https://www.theguardian.com/uk-news/2020/dec/10/boris-johnson-year-of-u-turns
2020-12-09,Holidaymakers from Great Britain barred from EU after 1 January under Covid rules,https://www.theguardian.com/politics/2020/dec/09/uk-holidaymakers-could-be-barred-from-visiting-eu-under-covid-safety-rules
2020-12-09,Covid: Sunak mulls tougher VAT rules for Uber drivers and Airbnb landlords,https://www.theguardian.com/politics/2020/dec/09/covid-sunak-vat-rules-uber-airbnb-sharing-economy-treasury-public-finances
2020-12-09,England's chief medic whitty warns of Covid surge if social rules ignored,https://www.theguardian.com/world/2020/dec/09/englands-chief-medic-warns-of-covid-surge-if-social-rules-ditched
2020-12-05,Military planes to fly Covid vaccines in to Britain to avoid ports hit by Brexit,https://www.theguardian.com/politics/2020/dec/05/military-planes-to-fly-vaccines-in-to-britain-to-avoid-ports-hit-by-brexit
2020-12-04,Durham police assessing file on Dominic Cummings' lockdown trip,https://www.theguardian.com/politics/2020/dec/04/durham-police-dominic-cummings-nazir-ifzal-dossier
2020-12-04,UK coronavirus: over 500 new Covid-related deaths reported; London at risk of being placed in tier 3 – as it happened,https://www.theguardian.com/politics/live/2020/dec/04/uk-coronavirus-live-alok-sharma-covid-vaccine-rapid-approval-latest-updates
2020-12-04,Why Boris Johnson's Covid metaphors fall flat while Van-Tam's enlighten,https://www.theguardian.com/politics/2020/dec/04/why-boris-johnsons-covid-metaphors-fall-flat-while-van-tams-enlighten
2020-12-03,"UK coronavirus: death toll passes 60,000 as 414 more Covid-19 fatalities recorded – as it happened",https://www.theguardian.com/politics/live/2020/dec/03/uk-coronavirus-live-covid-vaccine-jonathan-van-tam-pzifer-latest-updates
2020-12-03,How Jonathan Van-Tam won the nation's trust on coronavirus,https://www.theguardian.com/world/2020/dec/03/how-jonathan-van-tam-won-the-nations-trust-on-coronavirus
2020-12-02,UK coronavirus: Johnson confirms it will take months until most of vulnerable group are vaccinated - as it happened,https://www.theguardian.com/politics/live/2020/dec/02/uk-coronavirus-live-nhs-vaccination-covid-vaccine-pfizer-pmqs-johnson-updates
2020-12-02,"Tory Covid tiers rebels will not face sanctions, says Downing Street",https://www.theguardian.com/politics/2020/dec/02/tory-covid-tiers-rebels-no-sanctions-downing-street
2020-12-02,"Don't get hopes up about rapid Covid vaccine rollout, Boris Johnson tells UK",https://www.theguardian.com/politics/2020/dec/02/dont-get-hopes-up-rapid-covid-vaccine-rollout-boris-johnson-pmqs
2020-12-01,UK coronavirus : Johnson suffers biggest Commons revolt since election as MPs back new Covid tiers by 291 to 78 - as it happened,https://www.theguardian.com/politics/live/2020/dec/01/uk-coronavirus-live-gove-johnson-tory-mps-covid-restrictions-tiers-latest-updates
2020-12-01,How did your MP vote on the new coronavirus tiers?,https://www.theguardian.com/politics/ng-interactive/2020/dec/01/how-did-your-mp-vote-on-the-new-coronavirus-tiers
2020-12-01,"NHS staff could lose 75% of Sturgeon Covid bonus, say experts",https://www.theguardian.com/politics/2020/dec/01/nhs-staff-could-lose-75-of-sturgeon-covid-bonus-say-experts
2020-12-01,How the Tory lockdown rebels are organising to thwart restrictions,https://www.theguardian.com/politics/2020/dec/01/how-the-tory-lockdown-rebels-are-professionalising
2020-12-01,Northern Labour MPs reluctant to abstain on Covid tiers vote,https://www.theguardian.com/politics/2020/dec/01/northern-labour-mps-reluctant-to-abstain-on-covid-tiers-vote
2020-12-01,Mass Covid testing to be rolled out to local authorities in tier 3,https://www.theguardian.com/world/2020/dec/01/funds-for-mass-covid-testing-offered-to-local-authorities-in-tier-3
2020-12-01,UK coronavirus : Johnson suffers biggest Commons revolt since election as MPs back new Covid tiers by 291 to 78 - as it happened,https://www.theguardian.com/politics/live/2020/dec/01/uk-coronavirus-live-gove-johnson-tory-mps-covid-restrictions-tiers-latest-updates
2020-12-01,How did your MP vote on the new coronavirus tiers?,https://www.theguardian.com/politics/ng-interactive/2020/dec/01/how-did-your-mp-vote-on-the-new-coronavirus-tiers
2020-12-01,"NHS staff could lose 75% of Sturgeon Covid bonus, say experts",https://www.theguardian.com/politics/2020/dec/01/nhs-staff-could-lose-75-of-sturgeon-covid-bonus-say-experts
2020-12-01,How the Tory lockdown rebels are organising to thwart restrictions,https://www.theguardian.com/politics/2020/dec/01/how-the-tory-lockdown-rebels-are-professionalising
2020-12-01,Northern Labour MPs reluctant to abstain on Covid tiers vote,https://www.theguardian.com/politics/2020/dec/01/northern-labour-mps-reluctant-to-abstain-on-covid-tiers-vote
2020-12-01,Mass Covid testing to be rolled out to local authorities in tier 3,https://www.theguardian.com/world/2020/dec/01/funds-for-mass-covid-testing-offered-to-local-authorities-in-tier-3
2020-11-30,England's Covid tiers impact report: what it says and doesn't say,https://www.theguardian.com/politics/2020/nov/30/englands-covid-tiers-impact-report-what-it-says-and-doesnt-say
2020-11-30,UK coronavirus: Matt Hancock says pandemic 'back under control' but country cannot let up – as it happened,https://www.theguardian.com/politics/live/2020/nov/30/uk-coronavirus-live-england-tiers-restrictions-covid
2020-11-30,"No way to assess costs of Covid tiers against no action, Tory MPs told",https://www.theguardian.com/politics/2020/nov/30/no-way-to-assess-costs-of-covid-tiers-against-no-action-tory-mps-told
2020-11-30,Covid tiers revolt may leave ministers reliant on Labour in key vote,https://www.theguardian.com/politics/2020/nov/30/covid-tiers-revolt-may-leave-ministers-reliant-on-labour-in-key-vote
2020-11-28,Nadhim Zahawi appointed minister in charge of Covid-19 vaccine rollout,https://www.theguardian.com/politics/2020/nov/28/nadhim-zahawi-appointed-minister-in-charge-of-covid-19-vaccine-rollout
2020-11-27,Johnson defends Covid tier system in England as Tory backlash grows,https://www.theguardian.com/world/2020/nov/27/boris-johnson-defends-covid-tier-system-england-tory-backlash-grows
2020-11-26,Boris Johnson emerges from Covid isolation to sap the UK's confidence | John Crace,https://www.theguardian.com/politics/2020/nov/26/boris-johnson-emerges-from-covid-isolation-to-sap-the-uks-confidence
2020-11-26,UK coronavirus: Whitty says people should not hug elderly relatives as PM warns against easing up on virus fight – as it happened,https://www.theguardian.com/politics/live/2020/nov/26/uk-coronavirus-live-average-pay-covid-england-tiers-boris-johnson-scotland
2020-11-25,Rishi Sunak says Covid economic emergency has only just begun,https://www.theguardian.com/politics/2020/nov/25/rishi-sunak-covid-spending-review-uk-spending
2020-11-25,Sunak offers jam today in spending review as Covid deficit spreads,https://www.theguardian.com/politics/2020/nov/25/sunak-spending-review-covid-deficit-public-sector-foreign-aid-cuts
2020-11-24,"UK coronavirus: three households to be allowed to mix for up to five days over Christmas, UK leaders agree – as it happened",https://www.theguardian.com/politics/live/2020/nov/24/uk-coronavirus-live-christmas-rules-tiers-covid-boris-johnson-latest-updates
2020-11-24,Guided? Followed? Down the Covid rabbit hole with Hancock | John Crace,https://www.theguardian.com/politics/2020/nov/24/guided-followed-down-the-covid-rabbit-hole-with-hancock
2020-11-23,Leaders from England's north warn PM over revised Covid curbs,https://www.theguardian.com/world/2020/nov/23/boris-johnson-englands-new-covid-tiers-could-last-months
2020-11-23,UK coronavirus live: Johnson says majority of vulnerable people in the UK could be vaccinated by Easter - as it happened,https://www.theguardian.com/politics/live/2020/nov/23/uk-coronavirus-live-oxford-covid-vaccine-success-tier-lockdown-england-boris-johnson
2020-11-23,"No-deal Brexit to cost more than Covid, Bank of England governor says",https://www.theguardian.com/politics/2020/nov/23/no-deal-brexit-to-cost-more-than-covid-bank-of-england-governor-says
2020-11-21,Boris Johnson ‘acted illegally’ over jobs for top anti-Covid staff,https://www.theguardian.com/politics/2020/nov/21/boris-johnson-acted-illegally-over-jobs-for-top-anti-covid-staff
2020-11-21,Christmas in lockdown preferred by UK public over new restrictions in January,https://www.theguardian.com/politics/2020/nov/21/locked-down-christmas-preferred-over-new-covid-restrictions-in-january-poll-finds
2020-11-20,Priti Patel says sorry after bullying report; Hancock asks regulator to assess Covid vaccine approval - as it happened,https://www.theguardian.com/politics/live/2020/nov/20/uk-politics-live-public-sector-pay-freeze-boris-johnson-priti-patel-rishi-sunak-covid
2020-11-20,Van-Tam Covid show is all 'over' but far from out,https://www.theguardian.com/politics/2020/nov/20/jonathan-van-tam-covid-show-is-all-over-but-far-from-out-press-briefing
2020-11-20,'Unreal': Constituents' fury grows 50 days after Ferrier broke Covid rules,https://www.theguardian.com/politics/2020/nov/20/unreal-constituents-fury-grows-50-days-after-margaret-ferrier-broke-covid-rules
2020-11-19,"Christmas gatherings could wipe out Covid gains, UK experts warn",https://www.theguardian.com/politics/2020/nov/19/uk-family-christmas-covid-gordon-brown
2020-11-19,UK coronavirus: cases slightly down on previous week; Brexit talks paused after EU official tests positive – as it happened,https://www.theguardian.com/politics/live/2020/nov/19/uk-coronavirus-live-boris-johnson-christmas-covid-rules-vaccine-latest-updates
2020-11-18,"Poor areas of England face 'permanent' lockdown, says public health chief",https://www.theguardian.com/world/2020/nov/18/poor-areas-of-england-face-permanent-lockdown-says-blackburn-public-health-chief
2020-11-18,"'No documentation, no justification': NAO criticism of Covid contracts",https://www.theguardian.com/politics/2020/nov/18/no-documentation-no-justification-nao-criticism-of-covid-contracts
2020-11-18,"Ban household-mixing and travel between tiers after lockdown, BMA urges",https://www.theguardian.com/politics/2020/nov/17/prepare-for-a-low-key-christmas-england-covid-experts-warn
2020-11-17,"UK coronavirus: 11 areas in Scotland to move to toughest rules; 600,000 pupils off school last week - as it happened",https://www.theguardian.com/politics/live/2020/nov/17/uk-politics-live-boris-johnson-scotland-devolution-disaster-covid-tiers
2020-11-17,Rishi Sunak refuses to say if he will profit from Moderna Covid vaccine,https://www.theguardian.com/politics/2020/nov/17/rishi-sunak-refuses-to-say-if-he-will-profit-from-moderna-covid-vaccine
2020-11-16,"England tier system may need to be strengthened after lockdown, health chief says – as it happened",https://www.theguardian.com/politics/live/2020/nov/16/uk-coronavirus-live-matt-hancock-boris-johnson-testing-care-homes-visits-christmas-covid-latest
2020-11-16,Covid in Downing Street: who has been affected by the virus?,https://www.theguardian.com/world/2020/nov/16/covid-downing-street-who-has-been-affected-by-virus
2020-11-16,Boris Johnson's meeting with Covid-positive MP: how did it happen?,https://www.theguardian.com/politics/2020/nov/16/boris-johnson-meeting-covid-mp-lee-anderson-how-did-it-happen
2020-11-16,Covid: Boris Johnson and Tory MPs forced to self-isolate after No 10 event,https://www.theguardian.com/politics/2020/nov/16/boris-johnson-forced-to-self-isolate-covid-19-symptoms
2020-11-15,Labour criticises lobbyist's involvement in Covid strategy calls,https://www.theguardian.com/politics/2020/nov/15/labour-criticises-lobbyists-involvement-in-covid-strategy-calls
2020-11-13,"In the midst of a Covid crisis, Brexit chaos awaits | Letters",https://www.theguardian.com/politics/2020/nov/13/in-the-midst-of-a-covid-crisis-brexit-chaos-awaits
2020-11-12,"UK coronavirus: 33,470 people test positive in a day; NI lockdown extended by a week - as it happened",https://www.theguardian.com/politics/live/2020/nov/12/coronavirus-covid-boris-johnson-lee-cain-keir-starmer-uk-politics-live
2020-11-11,UK coronavirus: nearly 600 new deaths in Britain; Manchester appears to have passed second peak - as it happened,https://www.theguardian.com/politics/live/2020/nov/11/uk-coronavirus-live-johnson-tories-lockdown-chief-of-staff-covid-latest-updates
2020-11-10,UK coronavirus: Hancock to consider using rapid-result tests for people told to self-isolate - as it happened,https://www.theguardian.com/politics/live/2020/nov/10/uk-covid-coronavirus-live-news-updates-pfizer-vaccine-boris-johnson-brexit-nhs
2020-11-09,"Bugles, shootouts, trains? Covid vaccine hopes prompt strained analogies",https://www.theguardian.com/politics/2020/nov/09/bugles-shootouts-trains-covid-vaccine-hopes-prompt-strained-analogies
2020-11-08,Farage party's relaunch marked with low-key anti-lockdown protest,https://www.theguardian.com/politics/2020/nov/08/nigel-farage-reform-party-relaunch-marked-low-key-anti-lockdown-protest
2020-11-08,Welsh first minister: time is right to end 17-day Covid 'firebreak',https://www.theguardian.com/politics/2020/nov/08/welsh-first-minister-end-covid-lockdown-firebreak-mark-drakeford
2020-11-06,"UK coronavirus: further 355 deaths reported; an estimated 618,700 people in England had Covid last week - as it happened",https://www.theguardian.com/politics/live/2020/nov/06/uk-coronavirus-live-liverpool-begins-operation-moonshot-covid-testing-trial
2020-11-06,How a full-scale lockdown rebellion by Tory MPs was called off,https://www.theguardian.com/politics/2020/nov/06/how-full-scale-lockdown-rebellion-tory-mps-called-covid
2020-11-05,UK coronavirus: Sweden and Germany put on quarantine list; Johnson raises Christmas hopes - as it happened,https://www.theguardian.com/politics/live/2020/nov/05/uk-coronavirus-live-uk-rishi-sunak-furlough-details-covid-latest-updates
2020-11-05,Alok Sharma met Prince Charles three days after staffer's Covid test result,https://www.theguardian.com/politics/2020/nov/05/alok-sharma-met-prince-charles-three-days-after-staffers-covid-test-result
2020-11-04,UK coronavirus: nearly 500 further deaths in 24 hours; MPs pass English lockdown rules by 516 votes to 38 – as it happened,https://www.theguardian.com/politics/live/2020/nov/04/uk-coronavirus-live-boris-johnson-tory-revolt-commons-vote-english-covid-lockdown
2020-11-04,Boris and Keir lock non-combative horns on lockdown at PMQs | John Crace,https://www.theguardian.com/politics/2020/nov/04/boris-and-keir-lock-tepid-horns-on-lockdown-in-parliament
2020-11-03,Boris's stooges back on the Covid tour throwing data at the politics,https://www.theguardian.com/politics/2020/nov/03/boriss-stooges-back-on-the-covid-tour-but-would-rather-be-elsewhere
2020-11-03,"UK can expect at least three Covid waves with lockdowns, Mordaunt says",https://www.theguardian.com/politics/2020/nov/03/uk-can-expect-three-more-covid-waves-with-lockdowns-mordaunt-says
2020-11-03,UK coronavirus: Whitty says aim of lockdown is to reduce R enough to move on after 2 December – as it happened,https://www.theguardian.com/politics/live/2020/nov/03/uk-coronavirus-live-boris-johnson-snp-scotland-furlough-lockdown-covid-latest-updates
2020-11-03,A blackout needed on lockdown rebels,https://www.theguardian.com/politics/2020/nov/03/a-blackout-needed-on-lockdown-rebels
2020-11-03,"UK will struggle to deal with Brexit alongside Covid, says thinktank",https://www.theguardian.com/politics/2020/nov/03/uk-will-be-unable-to-deal-with-brexit-alongside-covid-demands-says-thinktanks
2020-11-02,Starmer accuses Johnson of 'catastrophic failure of leadership' over England lockdown – as it happened,https://www.theguardian.com/politics/live/2020/nov/02/uk-coronavirus-live-johnson-plays-down-prospect-of-covid-lockdown-extension-ahead-of-facing-tory-critics
2020-11-02,Covid: Boris Johnson faces Tory fury amid hints of further England lockdown,https://www.theguardian.com/politics/2020/nov/01/boris-johnson-faces-tory-fury-amid-hints-of-further-lockdown
2020-11-02,Reform UK: Brexit party to rebrand as anti-lockdown voice,https://www.theguardian.com/politics/2020/nov/02/reform-uk-brexit-party-to-rebrand-as-anti-lockdown-voice
2020-11-01,UK coronavirus: Gove says lockdown could be extended; Starmer rejects union calls to close schools - as it happened,https://www.theguardian.com/politics/live/2020/nov/01/uk-coronavirus-live-covid-19-boris-johnson-england-lockdown-latest-updates
2020-11-01,UK coronavirus: Gove says lockdown could be extended; Starmer rejects union calls to close schools - as it happened,https://www.theguardian.com/politics/live/2020/nov/01/uk-coronavirus-live-covid-19-boris-johnson-england-lockdown-latest-updates
2020-10-31,Downing Street launches Covid lockdown leak inquiry,https://www.theguardian.com/politics/2020/oct/31/downing-street-launches-covid-lockdown-leak-inquiry
2020-10-31,"Drive less or face post-lockdown gridlock, UK transport experts warn",https://www.theguardian.com/politics/2020/oct/31/drive-less-or-face-post-lockdown-gridlock-uk-transport-experts-warn
2020-10-30,"UK coronavirus: calls for national lockdown as about 560,000 people in England had Covid last week - as it happened",https://www.theguardian.com/politics/live/2020/oct/30/uk-coronavirus-live-job-losses-record-rate-furlough-covid
2020-10-30,Dossier alleges Cummings may have perverted course of justice in account of lockdown trip,https://www.theguardian.com/politics/2020/oct/30/dossier-alleges-cummings-may-have-perverted-course-of-justice-in-account-of-lockdown-trip
2020-10-29,"National lockdowns should be backup plan on Covid, says WHO envoy",https://www.theguardian.com/politics/2020/oct/29/national-lockdowns-should-be-backup-plan-on-covid-says-who-envoy
2020-10-23,"UK coronavirus: 20,530 people test positive in 24 hours; Nottingham to enter tier 3 'next week' - as it happened",https://www.theguardian.com/politics/live/2020/oct/23/uk-coronavirus-live-manchester-tier-3-wales-covid-circuit-breaker
2020-10-22,UK coronavirus: Boris Johnson says £12bn test and trace 'helping a bit' in Covid fight but must improve – as it happened,https://www.theguardian.com/politics/live/2020/oct/22/uk-coronavirus-rishi-sunak-business-tiers-covid-boris-johnson
2020-10-22,Changes to the coronavirus job support scheme in England explained,https://www.theguardian.com/politics/2020/oct/22/changes-to-the-coronavirus-job-support-scheme-in-england-explained
2020-10-22,"Stoke, Slough and Coventry moved into tier 2 Covid measures",https://www.theguardian.com/world/2020/oct/22/stoke-slough-and-coventry-moved-into-tier-2-covid-measures
2020-10-22,Treasury denies Rishi Sunak's restaurant meeting broke Covid rules,https://www.theguardian.com/politics/2020/oct/22/treasury-rebuts-claims-rishi-sunak-flouted-london-lockdown-rules
2020-10-22,"Sunak has stopped digging, but can he clamber out of his Covid hole?",https://www.theguardian.com/uk-news/2020/oct/22/sunak-stopped-digging-can-clamber-out-of-covid-hole-job-support
2020-10-21,"UK coronavirus: daily record of 26,688 new Covid cases; Sturgeon confirms Scotland's five-tier lockdown plan - as it happened",https://www.theguardian.com/politics/live/2020/oct/21/uk-coronavirus-news-sheffield-south-yorkshire-tier-3-coronavirus-boris-johnson
2020-10-21,Manchester young Tory hits out at Boris Johnson over Covid restrictions,https://www.theguardian.com/politics/2020/oct/21/manchester-young-tory-hits-out-at-boris-johnson-over-covid-restrictions
2020-10-21,Starmer accuses Johnson of 'bargaining with people’s lives' over lockdown support,https://www.theguardian.com/politics/2020/oct/21/starmer-accuses-johnson-of-bargaining-with-peoples-lives-over-lockdown-support-coronavirus
2020-10-21,Sunak scraps three-year spending review to focus on Covid-19,https://www.theguardian.com/politics/2020/oct/21/sunak-scraps-three-year-spending-review-to-focus-on-covid-19
2020-10-20,My final offer: Honest Bob checks his pockets for Covid loose change,https://www.theguardian.com/politics/2020/oct/20/my-final-offer-honest-bob-checks-his-pockets-for-covid-loose-change
2020-10-20,UK coronavirus: Hancock says financial support 'remains on table' after Greater Manchester tier 3 imposed – as it happened,https://www.theguardian.com/politics/live/2020/oct/20/uk-coronavirus-live-greater-manchester-last-minute-plan-boris-johnson-tier-3-lockdown-deadline-covid
2020-10-19,The horrors of Covid swapped for those of an hour with Michael Gove | John Crace,https://www.theguardian.com/politics/2020/oct/19/the-horrors-of-covid-swapped-for-those-of-an-hour-with-michael-gove
2020-10-19,Yasmin Qureshi MP in hospital with pneumonia after positive Covid test,https://www.theguardian.com/politics/2020/oct/19/labour-mp-yasmin-qureshi-treated-for-pneumonia-after-positive-covid-test
2020-10-19,How Downing Street's coronavirus 'diktats' tore Britain apart,https://www.theguardian.com/politics/2020/oct/18/how-coronavirus-diktats-from-downing-street-tore-britain-apart
2020-10-16,UK Covid: PM says Greater Manchester situation is 'grave' and he will intervene if necessary – as it happened,https://www.theguardian.com/politics/live/2020/oct/16/uk-coronavirus-live-boris-johnson-local-restrictions-lockdown-tier-2-covid-brexit-latest-updates
2020-10-16,Government spending on Covid consultancy contracts rises to £175m,https://www.theguardian.com/politics/2020/oct/16/uk-government-spending-on-covid-consultancy-contracts-rises-to-pounds-175m-investigation
2020-10-15,UK Covid: Andy Burnham  says England's north must not be 'sacrificial lamb' for flawed lockdowns – as it happened,https://www.theguardian.com/politics/live/2020/oct/15/uk-coronavirus-live-covid-19-compensation-lockdown-london-greater-manchester-latest-updates
2020-10-15,UK doctors and health experts back Covid-19 'circuit breaker',https://www.theguardian.com/politics/2020/oct/15/uk-doctors-and-health-experts-back-covid-19-circuit-breaker
2020-10-14,"UK coronavirus: 19,724 new cases recorded, a daily rise of nearly 2,500 – as it happened",https://www.theguardian.com/politics/live/2020/oct/14/uk-coronavirus-news-scientists-circuit-breaker-lockdown-boris-johnson-covid-19
2020-10-13,Starmer calls for England-wide circuit breaker after most daily Covid deaths since June – as it happened,https://www.theguardian.com/politics/live/2020/oct/13/uk-coronavirus-live-balance-justifies-ignoring-sage-covid-lockdown-boris-johnson
2020-10-12,Boris Johnson’s latest Covid strategy: no hope and no end in sight | John Crace,https://www.theguardian.com/politics/2020/oct/12/boris-johnsons-latest-covid-strategy-no-hope-and-no-end-in-sight
2020-10-12,UK coronavirus: Chris Whitty warns tier 3 measures alone 'not enough to get on top' of spread — as it happened,https://www.theguardian.com/politics/live/2020/oct/12/uk-coronavirus-news-boris-johnson-local-covid-restrictions-three-tier
2020-10-12,MPs hit out after being excluded from local lockdown briefings,https://www.theguardian.com/world/2020/oct/12/mps-hit-out-excluded-local-lockdown-briefings-coronavirus
2020-10-12,Labour MPs urge Starmer to get tough with government on Covid,https://www.theguardian.com/politics/2020/oct/12/labour-mps-urge-starmer-get-tough-with-government-covid
2020-10-10,Johnson and Macron hold talks on coronavirus and Brexit,https://www.theguardian.com/politics/2020/oct/10/johnson-and-macron-hold-talks-on-coronavirus-and-brexit
2020-10-10,"Government 'bobbing all over the place' in Covid response, says Starmer",https://www.theguardian.com/politics/2020/oct/10/government-bobbing-all-over-the-place-in-covid-response-says-keir-starmer
2020-10-09,UK coronavirus: government to pay two-thirds of wages at businesses forced to lock down – as it happened,https://www.theguardian.com/politics/live/2020/oct/09/uk-coronavirus-live-covid-starmer-boris-johnson
2020-10-08,"Planned new Covid rules for north of England are not enough, say scientists",https://www.theguardian.com/politics/2020/oct/08/planned-new-covid-rules-for-north-of-england-are-not-enough-say-scientists
2020-10-08,"UK coronavirus: 17,540 new cases as pubs and restaurants linked with 30% of infections in under-30s – as it happened",https://www.theguardian.com/politics/live/2020/oct/08/uk-coronavirus-live-delaying-new-covid-restrictions-pubs-risk-of-party-weekend-boris-johnson
2020-10-07,Former ministers to hold 'rapid' inquiry into government's Covid-19 response,https://www.theguardian.com/politics/2020/oct/08/tory-ministers-to-hold-rapid-inquiry-into-governments-covid-19-response
2020-10-07,Couple who allege Cummings made second lockdown trip accuse police of bias,https://www.theguardian.com/politics/2020/oct/07/couple-who-allege-cummings-made-second-lockdown-trip-accuse-police-of-bias
2020-10-07,Taxpayers face losing up to £26bn on Covid-19 business loans,https://www.theguardian.com/politics/2020/oct/07/fears-grow-over-uk-firms-ability-to-repay-covid-business-loans
2020-10-06,MP Margaret Ferrier attended church the day after Covid test,https://www.theguardian.com/politics/2020/oct/06/mp-margaret-ferrier-attended-church-the-day-after-covid-test
2020-10-06,"Covid can change UK like 'new Jerusalem' of 1940s, Johnson claims",https://www.theguardian.com/politics/2020/oct/06/covid-can-change-uk-like-1940s-new-jerusalem-johnson-claims
2020-10-06,"UK coronavirus: daily UK Covid cases continue to soar, rising by almost 2,000 to 14,542 – as it happened",https://www.theguardian.com/politics/live/2020/oct/06/uk-coronavirus-live-news-latest-updates-covid-19-lockdown-boris-johnson-tory-conference-speech
2020-10-06,Boris Johnson: UK must not return to status quo after Covid-19 pandemic,https://www.theguardian.com/politics/2020/oct/06/boris-johnson-uk-must-not-return-to-status-quo-after-covid-pandemic
2020-10-06,"Covid: how Excel may have caused loss of 16,000 test results in England",https://www.theguardian.com/politics/2020/oct/05/how-excel-may-have-caused-loss-of-16000-covid-tests-in-england
2020-10-05,"NHS races to reach 50,000 Covid contacts missed in data blunder",https://www.theguardian.com/politics/2020/oct/05/ministers-accused-of-putting-lives-at-risk-with-covid-data-error
2020-10-05,Tory delegates and Covid counters caught up in the  circle of doom | John Crace,https://www.theguardian.com/politics/2020/oct/05/tory-delegates-and-covid-counters-caught-up-in-the-circle-of-doom
2020-10-05,"UK coronavirus: only half of positive cases in testing error have been reached, says Hancock – as it happened",https://www.theguardian.com/politics/live/2020/oct/05/uk-coronavirus-live-news-covid-19-latest-updates-vaccine-testing-trace-lockdown
2020-10-04,What are the three proposed tiers of local lockdown for England?,https://www.theguardian.com/politics/2020/oct/04/what-are-the-three-tiers-local-coronavirus-lockdown-england
2020-10-04,"Military will help distribute Covid-19 vaccine, says Hancock",https://www.theguardian.com/politics/2020/oct/04/digital-hotcakes-15m-downloads-for-covid-19-app-says-matt-hancock
2020-10-04,UK coronavirus: PM says situation will be 'bumpy' to Christmas; Scotland's Covid hospital cases double in a week – as it happened,https://www.theguardian.com/politics/live/2020/oct/04/uk-politics-conservative-conference-boris-johnson-coronavirus-keir-starmer-covid-19
2020-10-04,Conservatives turn on Boris Johnson over handling of UK Covid crisis,https://www.theguardian.com/politics/2020/oct/04/conservatives-turn-on-boris-johnson-over-handling-of-uks-covid-19-crisis
2020-10-03,Keir Starmer: Boris Johnson has ‘lost control’ of Covid-19 pandemic,https://www.theguardian.com/politics/2020/oct/03/keir-starmer-boris-johnson-has-lost-control-of-covid-19-pandemic
2020-10-03,Dominic Raab says he feared Boris Johnson might die from Covid,https://www.theguardian.com/politics/2020/oct/03/dominic-raab-says-he-feared-boris-johnson-might-die-from-covid
2020-10-02,From Cummings to Ferrier: politicians who flouted Covid guidance,https://www.theguardian.com/politics/2020/oct/02/from-cummings-to-ferrier-politicians-who-flouted-covid-guidance
2020-10-02,"UK coronavirus: 770 Northumbria University students test positive; nearly 7,000 new cases overall - as it happened",https://www.theguardian.com/politics/live/2020/oct/02/uk-coronavirus-news-live-updates-snp-margaret-ferrier-resign-covid-19-boris-johnson-lockdown
